lat,lon,yield_annual,genus,mat,map,fertilizer_n,planting_density,age,year
40.08,-88.23,23.1579,Miscanthus,11,1040,0,10000,8,2009
40.08,-88.23,27.8948,Miscanthus,11,1040,67,10000,8,2009
40.08,-88.23,28.1579,Miscanthus,11,1040,134,10000,8,2009
40.08,-88.23,18.1579,Miscanthus,11,1040,202,10000,8,2009
40.08,-88.23,11.8421,Panicum,11,1040,0,6074068,8,2009
40.08,-88.23,17.3684,Panicum,11,1040,67,6074068,8,2009
40.08,-88.23,12.1053,Panicum,11,1040,134,6074068,8,2009
40.08,-88.23,7.8948,Panicum,11,1040,202,6074068,8,2009
40.08,-88.23,25.2632,Miscanthus,11,1040,0,10000,9,2010
40.08,-88.23,27.8947,Miscanthus,11,1040,67,10000,9,2010
40.08,-88.23,29.7368,Miscanthus,11,1040,134,10000,9,2010
40.08,-88.23,28.9474,Miscanthus,11,1040,202,10000,9,2010
40.08,-88.23,11.579,Panicum,11,1040,0,6074068,9,2010
40.08,-88.23,11.579,Panicum,11,1040,67,6074068,9,2010
40.08,-88.23,8.9474,Panicum,11,1040,134,6074068,9,2010
40.08,-88.23,16.0526,Panicum,11,1040,202,6074068,9,2010
